what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1316546857287
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1316546858400
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316546858679
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316546860474
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1316546864142
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1316546864156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316546864587
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1316546868522
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316546868818
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1316546868980
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1316546868986
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1316546872024
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1316546872026
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1316546874184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1316546874789
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1316546874981
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316546876940
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316546884944
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1316546885499
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1316546885503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316546886794
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316546888249
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1316546888259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1316546888259
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316546890625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316546904061
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1316546904070
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1316546904070
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1316546911662
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1316546911862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1316546912052
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1316546912212
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316546914235
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316546941831
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316546943121
